GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
0500000US02180,02180,"Nome Census Area, Alaska",00,Total for all sectors,2010,157,2308,16614,81756
0500000US02185,02185,"North Slope Borough, Alaska",00,Total for all sectors,2010,133,2738,51249,178658
0500000US02188,02188,"Northwest Arctic Borough, Alaska",00,Total for all sectors,2010,64,1794,25939,108401
0500000US02201,02201,"Prince of Wales-Outer Ketchikan Census Area, Alaska",00,Total for all sectors,2010,135,691,4479,24104
0500000US02220,02220,"Sitka City and Borough, Alaska",00,Total for all sectors,2010,380,3095,25297,120531
0500000US02232,02232,"Skagway-Hoonah-Angoon Census Area, Alaska",00,Total for all sectors,2010,188,586,3369,29565
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",00,Total for all sectors,2010,194,977,6588,33580
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",00,Total for all sectors,2010,406,2869,37477,162545
0500000US02270,02270,"Wade Hampton Census Area, Alaska",00,Total for all sectors,2010,56,527,2075,9413
0500000US02280,02280,"Wrangell-Petersburg Census Area, Alaska",00,Total for all sectors,2010,256,1858,12421,56898
0500000US02282,02282,"Yakutat City and Borough, Alaska",00,Total for all sectors,2010,30,168,1030,5827
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",00,Total for all sectors,2010,109,366,2879,19557
0500000US04000,04000,"Statewide, Arizona; Arizona",00,Total for all sectors,2010,202,48370,372052,1778314
0500000US04001,04001,"Apache County, Arizona",00,Total for all sectors,2010,483,7458,57928,254881
0500000US04003,04003,"Cochise County, Arizona",00,Total for all sectors,2010,2369,29052,229850,982642
0500000US04005,04005,"Coconino County, Arizona",00,Total for all sectors,2010,3574,43418,320371,1461240
0500000US04007,04007,"Gila County, Arizona",00,Total for all sectors,2010,1032,11094,87717,377757
0500000US04009,04009,"Graham County, Arizona",00,Total for all sectors,2010,520,8104,78342,316986
0500000US04011,04011,"Greenlee County, Arizona",00,Total for all sectors,2010,73,559,4090,17478
0500000US04012,04012,"La Paz County, Arizona",00,Total for all sectors,2010,344,3757,23486,97010
0500000US04013,04013,"Maricopa County, Arizona",00,Total for all sectors,2010,84520,1411836,15008587,61643811
0500000US04015,04015,"Mohave County, Arizona",00,Total for all sectors,2010,3713,39714,273201,1171187
0500000US04017,04017,"Navajo County, Arizona",00,Total for all sectors,2010,1763,17248,128728,556931
0500000US04019,04019,"Pima County, Arizona",00,Total for all sectors,2010,20319,301151,2674985,11118095
0500000US04021,04021,"Pinal County, Arizona",00,Total for all sectors,2010,3203,41523,304165,1284920
0500000US04023,04023,"Santa Cruz County, Arizona",00,Total for all sectors,2010,1149,10484,67253,292031
0500000US04025,04025,"Yavapai County, Arizona",00,Total for all sectors,2010,5639,50830,354774,1526719
0500000US04027,04027,"Yuma County, Arizona",00,Total for all sectors,2010,2946,40626,285918,1150310
0500000US05000,05000,"Statewide, Arkansas; Arkansas",00,Total for all sectors,2010,107,5149,55485,257904
0500000US05001,05001,"Arkansas County, Arkansas",00,Total for all sectors,2010,553,8202,61124,270755
0500000US05003,05003,"Ashley County, Arkansas",00,Total for all sectors,2010,444,6803,58250,273369
0500000US05005,05005,"Baxter County, Arkansas",00,Total for all sectors,2010,1107,12283,82891,371826
0500000US05007,05007,"Benton County, Arkansas",00,Total for all sectors,2010,5315,91062,1436662,4586724
0500000US05009,05009,"Boone County, Arkansas",00,Total for all sectors,2010,869,12132,85134,373642
0500000US05011,05011,"Bradley County, Arkansas",00,Total for all sectors,2010,265,2756,16673,69252
0500000US05013,05013,"Calhoun County, Arkansas",00,Total for all sectors,2010,78,528,3577,17488
0500000US05015,05015,"Carroll County, Arkansas",00,Total for all sectors,2010,697,7706,41710,192189
0500000US05017,05017,"Chicot County, Arkansas",00,Total for all sectors,2010,228,2326,12935,58489
0500000US05019,05019,"Clark County, Arkansas",00,Total for all sectors,2010,513,7288,46650,202170
0500000US05021,05021,"Clay County, Arkansas",00,Total for all sectors,2010,300,3279,20665,85768
0500000US05023,05023,"Cleburne County, Arkansas",00,Total for all sectors,2010,624,5864,33663,151576
0500000US05025,05025,"Cleveland County, Arkansas",00,Total for all sectors,2010,81,461,2481,11482
0500000US05027,05027,"Columbia County, Arkansas",00,Total for all sectors,2010,597,7571,55426,238111
0500000US05029,05029,"Conway County, Arkansas",00,Total for all sectors,2010,410,5271,34721,159309
0500000US05031,05031,"Craighead County, Arkansas",00,Total for all sectors,2010,2403,36024,256912,1139668
0500000US05033,05033,"Crawford County, Arkansas",00,Total for all sectors,2010,1104,21636,135404,592888
0500000US05035,05035,"Crittenden County, Arkansas",00,Total for all sectors,2010,872,13295,93383,402110
0500000US05037,05037,"Cross County, Arkansas",00,Total for all sectors,2010,369,4154,25002,112660
0500000US05039,05039,"Dallas County, Arkansas",00,Total for all sectors,2010,211,2569,16201,68868
0500000US05041,05041,"Desha County, Arkansas",00,Total for all sectors,2010,325,3517,26359,109261
0500000US05043,05043,"Drew County, Arkansas",00,Total for all sectors,2010,409,4610,26969,122417
0500000US05045,05045,"Faulkner County, Arkansas",00,Total for all sectors,2010,2327,34054,286329,1225632
0500000US05047,05047,"Franklin County, Arkansas",00,Total for all sectors,2010,276,3266,21586,96020
0500000US05049,05049,"Fulton County, Arkansas",00,Total for all sectors,2010,176,1434,7582,34206
0500000US05051,05051,"Garland County, Arkansas",00,Total for all sectors,2010,2702,30557,196013,851779
0500000US05053,05053,"Grant County, Arkansas",00,Total for all sectors,2010,266,2991,19570,87118
0500000US05055,05055,"Greene County, Arkansas",00,Total for all sectors,2010,802,13219,81807,369810
0500000US05057,05057,"Hempstead County, Arkansas",00,Total for all sectors,2010,399,6308,42501,189280
0500000US05059,05059,"Hot Spring County, Arkansas",00,Total for all sectors,2010,501,5975,39885,175292
0500000US05061,05061,"Howard County, Arkansas",00,Total for all sectors,2010,283,5945,34393,145415
0500000US05063,05063,"Independence County, Arkansas",00,Total for all sectors,2010,804,14792,103132,447046
0500000US05065,05065,"Izard County, Arkansas",00,Total for all sectors,2010,212,1990,10523,46079
0500000US05067,05067,"Jackson County, Arkansas",00,Total for all sectors,2010,321,3654,26021,111374
0500000US05069,05069,"Jefferson County, Arkansas",00,Total for all sectors,2010,1460,23682,179961,782553
0500000US05071,05071,"Johnson County, Arkansas",00,Total for all sectors,2010,386,7207,43260,183739
0500000US05073,05073,"Lafayette County, Arkansas",00,Total for all sectors,2010,111,805,4601,22125
0500000US05075,05075,"Lawrence County, Arkansas",00,Total for all sectors,2010,296,2725,16358,69667
0500000US05077,05077,"Lee County, Arkansas",00,Total for all sectors,2010,136,1032,6558,29183
0500000US05079,05079,"Lincoln County, Arkansas",00,Total for all sectors,2010,160,1554,11046,46899
0500000US05081,05081,"Little River County, Arkansas",00,Total for all sectors,2010,169,2899,32177,135158
0500000US05083,05083,"Logan County, Arkansas",00,Total for all sectors,2010,398,3945,24775,104194
0500000US05085,05085,"Lonoke County, Arkansas",00,Total for all sectors,2010,1001,10561,63444,270083
0500000US05087,05087,"Madison County, Arkansas",00,Total for all sectors,2010,184,2283,12544,59400
0500000US05089,05089,"Marion County, Arkansas",00,Total for all sectors,2010,227,2399,12502,54810
0500000US05091,05091,"Miller County, Arkansas",00,Total for all sectors,2010,717,11229,92210,369762
0500000US05093,05093,"Mississippi County, Arkansas",00,Total for all sectors,2010,875,14233,122971,556406
0500000US05095,05095,"Monroe County, Arkansas",00,Total for all sectors,2010,203,1578,8471,37726
0500000US05097,05097,"Montgomery County, Arkansas",00,Total for all sectors,2010,148,957,4848,23464
0500000US05099,05099,"Nevada County, Arkansas",00,Total for all sectors,2010,136,1723,11272,48242
0500000US05101,05101,"Newton County, Arkansas",00,Total for all sectors,2010,88,639,2702,12431
0500000US05103,05103,"Ouachita County, Arkansas",00,Total for all sectors,2010,558,8237,62554,267840
0500000US05105,05105,"Perry County, Arkansas",00,Total for all sectors,2010,113,933,5580,25759
0500000US05107,05107,"Phillips County, Arkansas",00,Total for all sectors,2010,457,4587,28604,123420
0500000US05109,05109,"Pike County, Arkansas",00,Total for all sectors,2010,186,1839,10453,41214
0500000US05111,05111,"Poinsett County, Arkansas",00,Total for all sectors,2010,363,3531,20134,91284
0500000US05113,05113,"Polk County, Arkansas",00,Total for all sectors,2010,498,5172,28494,125110
0500000US05115,05115,"Pope County, Arkansas",00,Total for all sectors,2010,1527,21744,164057,701447
0500000US05117,05117,"Prairie County, Arkansas",00,Total for all sectors,2010,164,924,4998,22796
0500000US05119,05119,"Pulaski County, Arkansas",00,Total for all sectors,2010,12125,208999,1992746,8286934
0500000US05121,05121,"Randolph County, Arkansas",00,Total for all sectors,2010,328,3444,18416,81931
0500000US05123,05123,"St. Francis County, Arkansas",00,Total for all sectors,2010,479,5597,34779,151721
0500000US05125,05125,"Saline County, Arkansas",00,Total for all sectors,2010,1769,18243,113613,498378
0500000US05127,05127,"Scott County, Arkansas",00,Total for all sectors,2010,161,2251,11869,54619
0500000US05129,05129,"Searcy County, Arkansas",00,Total for all sectors,2010,118,1032,4637,21701
0500000US05131,05131,"Sebastian County, Arkansas",00,Total for all sectors,2010,3516,64096,531983,2264370
0500000US05133,05133,"Sevier County, Arkansas",00,Total for all sectors,2010,273,5215,29177,124001
0500000US05135,05135,"Sharp County, Arkansas",00,Total for all sectors,2010,331,2722,14496,62047
0500000US05137,05137,"Stone County, Arkansas",00,Total for all sectors,2010,241,2126,10937,48005
0500000US05139,05139,"Union County, Arkansas",00,Total for all sectors,2010,1169,17119,170045,664179
0500000US05141,05141,"Van Buren County, Arkansas",00,Total for all sectors,2010,341,3602,20939,92602
0500000US05143,05143,"Washington County, Arkansas",00,Total for all sectors,2010,4832,77716,622377,2723279
0500000US05145,05145,"White County, Arkansas",00,Total for all sectors,2010,1501,22230,149799,655201
0500000US05147,05147,"Woodruff County, Arkansas",00,Total for all sectors,2010,138,1359,8241,37836
0500000US05149,05149,"Yell County, Arkansas",00,Total for all sectors,2010,325,4634,27397,116617
0500000US06000,06000,"Statewide, California; California",00,Total for all sectors,2010,373,282932,3560717,14823236
0500000US06001,06001,"Alameda County, California",00,Total for all sectors,2010,36036,562649,7693576,32008405
0500000US06003,06003,"Alpine County, California",00,Total for all sectors,2010,42,726,4646,12583
0500000US06005,06005,"Amador County, California",00,Total for all sectors,2010,781,7837,59155,256285
0500000US06007,06007,"Butte County, California",00,Total for all sectors,2010,4712,53911,396196,1746084
0500000US06009,06009,"Calaveras County, California",00,Total for all sectors,2010,929,5621,38605,169555
0500000US06011,06011,"Colusa County, California",00,Total for all sectors,2010,370,3892,28815,136215
0500000US06013,06013,"Contra Costa County, California",00,Total for all sectors,2010,21901,293338,4217884,16727676
0500000US06015,06015,"Del Norte County, California",00,Total for all sectors,2010,472,4238,26908,116081
0500000US06017,06017,"El Dorado County, California",00,Total for all sectors,2010,4261,41027,356707,1508109
0500000US06019,06019,"Fresno County, California",00,Total for all sectors,2010,15782,225079,1910362,8220904
0500000US06021,06021,"Glenn County, California",00,Total for all sectors,2010,464,4292,41587,173743
0500000US06023,06023,"Humboldt County, California",00,Total for all sectors,2010,3336,33505,219144,973627
0500000US06025,06025,"Imperial County, California",00,Total for all sectors,2010,2368,29223,201906,868280
0500000US06027,06027,"Inyo County, California",00,Total for all sectors,2010,536,5109,36278,158594
0500000US06029,06029,"Kern County, California",00,Total for all sectors,2010,11925,174924,1617351,6807639
0500000US06031,06031,"Kings County, California",00,Total for all sectors,2010,1614,22572,168448,736636
0500000US06033,06033,"Lake County, California",00,Total for all sectors,2010,1053,8907,61699,269540
0500000US06035,06035,"Lassen County, California",00,Total for all sectors,2010,427,3476,23283,101222
0500000US06037,06037,"Los Angeles County, California",00,Total for all sectors,2010,244447,3580067,41608798,176067242
0500000US06039,06039,"Madera County, California",00,Total for all sectors,2010,1910,24501,194915,848633
0500000US06041,06041,"Marin County, California",00,Total for all sectors,2010,9528,92752,1163409,4972063
0500000US06043,06043,"Mariposa County, California",00,Total for all sectors,2010,353,3017,17831,86760
0500000US06045,06045,"Mendocino County, California",00,Total for all sectors,2010,2524,21882,153246,680856
0500000US06047,06047,"Merced County, California",00,Total for all sectors,2010,2884,38840,295220,1320202
0500000US06049,06049,"Modoc County, California",00,Total for all sectors,2010,168,1351,9600,41630
0500000US06051,06051,"Mono County, California",00,Total for all sectors,2010,568,5975,41539,160874
0500000US06053,06053,"Monterey County, California",00,Total for all sectors,2010,8336,96387,936823,3911377
0500000US06055,06055,"Napa County, California",00,Total for all sectors,2010,3945,54945,561758,2394334
0500000US06057,06057,"Nevada County, California",00,Total for all sectors,2010,2987,26153,213608,907247
0500000US06059,06059,"Orange County, California",00,Total for all sectors,2010,86522,1272287,15228011,63939493
0500000US06061,06061,"Placer County, California",00,Total for all sectors,2010,9309,118322,1255196,5261696
0500000US06063,06063,"Plumas County, California",00,Total for all sectors,2010,629,3683,29084,133288
0500000US06065,06065,"Riverside County, California",00,Total for all sectors,2010,33546,456308,3700714,15569589
0500000US06067,06067,"Sacramento County, California",00,Total for all sectors,2010,27140,404195,4241017,17617370
0500000US06069,06069,"San Benito County, California",00,Total for all sectors,2010,912,9980,78811,351569
0500000US06071,06071,"San Bernardino County, California",00,Total for all sectors,2010,31478,501018,4220079,17938922
0500000US06073,06073,"San Diego County, California",00,Total for all sectors,2010,75794,1101324,12272060,51975079
0500000US06075,06075,"San Francisco County, California",00,Total for all sectors,2010,30589,490701,9780243,36404937
0500000US06077,06077,"San Joaquin County, California",00,Total for all sectors,2010,10825,160629,1349196,5875690
0500000US06079,06079,"San Luis Obispo County, California",00,Total for all sectors,2010,7778,80564,660334,2859177
0500000US06081,06081,"San Mateo County, California",00,Total for all sectors,2010,19669,328353,6215134,24414134
0500000US06083,06083,"Santa Barbara County, California",00,Total for all sectors,2010,11207,134494,1408092,5993735
0500000US06085,06085,"Santa Clara County, California",00,Total for all sectors,2010,44120,847052,17028097,72563627
0500000US06087,06087,"Santa Cruz County, California",00,Total for all sectors,2010,6781,68106,661563,2856153
0500000US06089,06089,"Shasta County, California",00,Total for all sectors,2010,4323,46780,360156,1568772
0500000US06091,06091,"Sierra County, California",00,Total for all sectors,2010,72,313,2227,10257
0500000US06093,06093,"Siskiyou County, California",00,Total for all sectors,2010,1143,8531,57188,250493
0500000US06095,06095,"Solano County, California",00,Total for all sectors,2010,6744,98014,963729,4126211
0500000US06097,06097,"Sonoma County, California",00,Total for all sectors,2010,13186,143053,1429409,6222977
0500000US06099,06099,"Stanislaus County, California",00,Total for all sectors,2010,8366,121595,1096420,4686668
0500000US06101,06101,"Sutter County, California",00,Total for all sectors,2010,1705,19735,160212,678336
0500000US06103,06103,"Tehama County, California",00,Total for all sectors,2010,1022,11089,86044,375835
0500000US06105,06105,"Trinity County, California",00,Total for all sectors,2010,264,1530,9175,43115
0500000US06107,06107,"Tulare County, California",00,Total for all sectors,2010,6134,85429,666198,2866037
0500000US06109,06109,"Tuolumne County, California",00,Total for all sectors,2010,1356,11943,90574,402958
0500000US06111,06111,"Ventura County, California",00,Total for all sectors,2010,19606,235526,2675438,10798492
0500000US06113,06113,"Yolo County, California",00,Total for all sectors,2010,3804,57524,538959,2342267
0500000US06115,06115,"Yuba County, California",00,Total for all sectors,2010,819,9196,65966,287859
0500000US08000,08000,"Statewide, Colorado; Colorado",00,Total for all sectors,2010,242,73070,1080733,4460901
0500000US08001,08001,"Adams County, Colorado",00,Total for all sectors,2010,8169,129834,1212538,5268516
0500000US08003,08003,"Alamosa County, Colorado",00,Total for all sectors,2010,503,5534,38772,167311
0500000US08005,08005,"Arapahoe County, Colorado",00,Total for all sectors,2010,16768,235955,3115816,12283603
0500000US08007,08007,"Archuleta County, Colorado",00,Total for all sectors,2010,489,2634,15052,63537
0500000US08009,08009,"Baca County, Colorado",00,Total for all sectors,2010,89,558,3384,13261
0500000US08011,08011,"Bent County, Colorado",00,Total for all sectors,2010,67,605,3695,16168
0500000US08013,08013,"Boulder County, Colorado",00,Total for all sectors,2010,11443,133260,1678071,7014225
0500000US08014,08014,"Broomfield County, Colorado",00,Total for all sectors,2010,1717,32234,471920,1979260
0500000US08015,08015,"Chaffee County, Colorado",00,Total for all sectors,2010,859,5011,29047,133561
0500000US08017,08017,"Cheyenne County, Colorado",00,Total for all sectors,2010,65,847,11276,43510
0500000US08019,08019,"Clear Creek County, Colorado",00,Total for all sectors,2010,343,2535,21774,81519
0500000US08021,08021,"Conejos County, Colorado",00,Total for all sectors,2010,105,599,3887,17537
0500000US08023,08023,"Costilla County, Colorado",00,Total for all sectors,2010,47,198,934,5104
0500000US08025,08025,"Crowley County, Colorado",00,Total for all sectors,2010,42,587,3821,16792
0500000US08027,08027,"Custer County, Colorado",00,Total for all sectors,2010,143,563,3352,14868
0500000US08029,08029,"Delta County, Colorado",00,Total for all sectors,2010,883,6120,41933,184826
0500000US08031,08031,"Denver County, Colorado",00,Total for all sectors,2010,22055,368327,5016014,19813712
0500000US08033,08033,"Dolores County, Colorado",00,Total for all sectors,2010,45,193,1090,5464
0500000US08035,08035,"Douglas County, Colorado",00,Total for all sectors,2010,7450,77902,958257,3880107
0500000US08037,08037,"Eagle County, Colorado",00,Total for all sectors,2010,3204,29749,232404,922402
0500000US08039,08039,"Elbert County, Colorado",00,Total for all sectors,2010,506,2009,12830,60635
0500000US08041,08041,"El Paso County, Colorado",00,Total for all sectors,2010,15850,212715,2084253,8809344
0500000US08043,08043,"Fremont County, Colorado",00,Total for all sectors,2010,856,7875,46068,199505
0500000US08045,08045,"Garfield County, Colorado",00,Total for all sectors,2010,2521,18334,180292,776392
0500000US08047,08047,"Gilpin County, Colorado",00,Total for all sectors,2010,109,4415,35790,157277
0500000US08049,08049,"Grand County, Colorado",00,Total for all sectors,2010,858,5444,38854,159208
0500000US08051,08051,"Gunnison County, Colorado",00,Total for all sectors,2010,1056,6475,48508,181906
0500000US08053,08053,"Hinsdale County, Colorado",00,Total for all sectors,2010,76,c,871,4731
0500000US08055,08055,"Huerfano County, Colorado",00,Total for all sectors,2010,173,1370,8619,34801
0500000US08057,08057,"Jackson County, Colorado",00,Total for all sectors,2010,66,322,2111,9950
0500000US08059,08059,"Jefferson County, Colorado",00,Total for all sectors,2010,16097,183719,1928738,8087372
0500000US08061,08061,"Kiowa County, Colorado",00,Total for all sectors,2010,41,c,1653,6300
0500000US08063,08063,"Kit Carson County, Colorado",00,Total for all sectors,2010,254,1985,12584,54929
0500000US08065,08065,"Lake County, Colorado",00,Total for all sectors,2010,196,1153,7153,29879
0500000US08067,08067,"La Plata County, Colorado",00,Total for all sectors,2010,2316,18856,150465,669828
0500000US08069,08069,"Larimer County, Colorado",00,Total for all sectors,2010,9378,101994,870667,3857554
0500000US08071,08071,"Las Animas County, Colorado",00,Total for all sectors,2010,395,3071,19849,89148
0500000US08073,08073,"Lincoln County, Colorado",00,Total for all sectors,2010,129,1228,8443,37244
0500000US08075,08075,"Logan County, Colorado",00,Total for all sectors,2010,594,5344,34093,146414
0500000US08077,08077,"Mesa County, Colorado",00,Total for all sectors,2010,4646,49484,392814,1773493
0500000US08079,08079,"Mineral County, Colorado",00,Total for all sectors,2010,62,159,1013,5558
0500000US08081,08081,"Moffat County, Colorado",00,Total for all sectors,2010,430,3824,36343,159239
0500000US08083,08083,"Montezuma County, Colorado",00,Total for all sectors,2010,773,6049,41617,185860
0500000US08085,08085,"Montrose County, Colorado",00,Total for all sectors,2010,1301,10758,79171,342105
